from(10090),to(9606)
NP_033932,NP_001206
NP_647466,NP_001207
NP_848483,NP_001209
NP_033943,NP_001222
NP_033944,NP_001223
NP_001104513,NP_001193943
NP_766635,NP_001227
NP_033979,NP_982293
NP_062681,NP_001207417
NP_031483,NP_001274
NP_254279,NP_001274522
NP_034042,NP_001286
NP_001129530,NP_001014809
NP_034117,NP_001328
NP_950176,NP_001338
NP_001177403,NP_001339
NP_001093103,NP_001363
NP_073559,NP_001376
NP_033494,NP_001184223
NP_001272736,NP_001381
NP_080283,NP_001395
NP_034250,NP_001403
NP_034615,NP_001410
NP_034342,NP_001034581
NP_032618,NP_001444
NP_065256,NP_001457
NP_071641,NP_001488
NP_083199,NP_001003722
NP_081953,NP_001499
NP_032332,NP_001534
NP_075992,NP_001555
NP_031422,NP_001265508
NP_001095925,NP_001633
NP_033831,NP_001642
NP_780296,NP_001643
NP_619536,NP_001158213
NP_031583,NP_001710
NP_033889,NP_001712
NP_034536,NP_001726
NP_001167021,NP_001727
NP_033929,NP_001122301
NP_031644,NP_001747
NP_001075105,NP_001751
NP_031683,NP_001760
NP_031671,NP_001765
NP_033978,NP_001157650
NP_031690,NP_001783
NP_001032898,NP_001784
NP_776123,NP_001804
NP_031736,NP_001815
NP_776299,NP_776297
NP_034044,NP_847899
NP_034061,NP_001836
NP_034066,NP_001844
NP_034104,NP_001887
NP_620570,NP_001888
NP_058028,NP_001896
NP_038487,NP_001919
NP_291090,NP_001962
NP_056594,NP_001963
NP_034283,NP_001973
NP_031996,NP_001982
NP_032037,NP_002002
NP_038549,NP_002020
NP_032101,NP_002033
NP_032102,NP_002034
NP_034431,NP_002058
NP_057905,NP_002072
NP_109602,NP_002074
NP_032187,NP_002075
NP_848815,NP_002083
NP_032222,NP_002095
NP_034537,NP_002101
NP_032256,NP_002103
NP_001160095,NP_002130
NP_032307,NP_892028
NP_032329,NP_002148
NP_034707,NP_002196
NP_032428,NP_002201
NP_001139356,NP_002204
NP_001258360,NP_002222
NP_067250,NP_002224
NP_001074603,NP_002228
NP_536714,NP_002240
NP_032461,NP_002242
NP_001162036,NP_001269357
NP_032492,NP_002258
NP_032493,NP_002259
NP_032501,NP_002263
NP_666276,NP_002310
NP_780757,NP_002329
NP_058042,NP_002371
NP_001078842,NP_001078846
NP_114395,NP_002412
NP_034939,NP_002413
NP_062344,NP_002416
NP_032631,NP_002417
NP_032633,NP_002418
NP_032635,NP_002419
NP_001093105,NP_002461
NP_034988,NP_002467
NP_035012,NP_002478
NP_032729,NP_002502
NP_062704,NP_002504
NP_065646,NP_002556
NP_035178,NP_002561
NP_035241,NP_001137290
NP_899198,NP_002576
NP_062677,NP_002618
NP_033283,NP_002630
NP_035213,NP_002636
NP_001092746,NP_002637
NP_035227,NP_002644
NP_001025476,NP_002668
NP_001154834,NP_002709
NP_035232,NP_002730
NP_579929,NP_002764
NP_038668,NP_002792
NP_033006,NP_002827
NP_035343,NP_002831
NP_035348,NP_002841
NP_067493,NP_002856
NP_001159871,NP_002857
NP_071722,NP_002872
NP_033063,NP_002892
NP_062408,NP_003017
NP_033198,NP_001006611
NP_061349,NP_003029
NP_031539,NP_003036
NP_001038205,NP_001158243
NP_058677,NP_003038
NP_001028461,NP_003039
NP_033222,NP_001159968
NP_035522,NP_003043
NP_694694,NP_003044
NP_033228,NP_003048
NP_114030,NP_003067
NP_001123659,NP_001091896
NP_033250,NP_003080
NP_035617,NP_001230764
NP_035618,NP_003143
NP_033313,NP_001264890
NP_035672,NP_003187
NP_001123922,NP_003195
NP_033360,NP_003212
NP_808579,NP_003232
NP_033400,NP_003236
NP_035712,NP_003239
NP_035715,NP_071505
NP_062699,NP_003251
NP_001263374,NP_003254
NP_036035,NP_003255
NP_569054,NP_003256
NP_058624,NP_003259
NP_062630,NP_003261
NP_068683,NP_001159588
NP_001264833,NP_001119605
NP_038724,NP_003292
NP_062383,NP_001124170
NP_612174,NP_003298
NP_035787,NP_003315
NP_001192241,NP_003322
NP_663395,NP_003329
NP_035804,NP_003351
NP_035808,NP_003354
NP_034120,NP_003379
NP_076142,NP_003382
NP_033550,NP_003383
NP_035848,NP_003385
NP_647459,NP_003386
NP_061223,NP_003395
NP_666021,NP_001269724
NP_663522,NP_003443
NP_034041,NP_003458
NP_001185770,NP_003467
NP_001158217,NP_536316
NP_067444,NP_001124454
NP_067432,NP_003496
NP_032083,NP_003498
NP_848713,NP_001264153
NP_001002896,NP_003562
NP_663440,NP_001027467
NP_035009,NP_003572
NP_031899,NP_003576
NP_056553,NP_003605
NP_001182015,NP_003617
NP_034941,NP_003626
NP_034325,NP_003658
NP_038814,NP_003716
NP_079849,NP_003760
NP_031430,NP_003807
NP_109601,NP_995582
NP_035198,NP_003838
NP_659542,NP_056989
NP_034550,NP_003856
NP_001019788,NP_003857
NP_064389,NP_003875
NP_082045,NP_003900
NP_659124,NP_001129134
NP_001156742,NP_003924
NP_001074771,NP_009049
NP_001009574,NP_003958
NP_001185564,NP_001185538
NP_031894,NP_003997
NP_031611,NP_004030
NP_780386,NP_004042
NP_031618,NP_004047
NP_038835,NP_004064
NP_067256,NP_004070
NP_031754,NP_001128530
NP_031888,NP_004078
NP_082483,NP_004081
NP_034356,NP_004109
NP_079553,NP_001185593
NP_085031,NP_004154
NP_033225,NP_004161
NP_683740,NP_004163
NP_659101,NP_004164
NP_035479,NP_004177
NP_067344,NP_004189
NP_775091,NP_001238994
NP_766568,NP_004203
NP_082722,NP_004230
NP_083075,NP_963925
NP_062747,NP_004242
NP_001158107,NP_001171661
NP_114080,NP_004274
NP_666072,NP_004285
NP_031421,NP_004293
NP_081487,NP_001003954
NP_001139374,NP_004299
NP_075553,NP_004309
NP_033888,NP_004320
NP_598416,NP_004347
NP_001104520,NP_620598
NP_033994,NP_004351
NP_031788,NP_001138618
NP_084212,NP_004389
NP_034221,NP_004412
NP_031914,NP_004413
NP_031915,NP_004414
NP_034269,NP_004422
NP_997569,NP_004423
NP_001036800,NP_001008707
NP_031962,NP_004429
NP_034271,NP_004431
NP_775623,NP_004432
NP_034273,NP_004434
NP_001153043,NP_004435
NP_001139823,NP_004436
NP_057906,NP_004475
NP_690887,NP_004510
NP_001074557,NP_004516
NP_001157589,NP_001258751
NP_808236,NP_001271227
NP_620394,NP_004566
NP_033212,NP_004584
NP_150087,NP_004590
NP_062608,NP_004606
NP_666122,NP_004607
NP_033553,NP_004616
NP_033545,NP_004617
NP_033179,NP_004627
NP_001239489,NP_001182555
NP_062332,NP_004637
NP_001034443,NP_004655
NP_032628,NP_004662
NP_579935,NP_004684
NP_001025013,NP_001167637
NP_001074403,NP_001258694
NP_033330,NP_004701
NP_035521,NP_004722
NP_082363,NP_004742
NP_035433,NP_004744
NP_892045,NP_004760
NP_038931,NP_004762
NP_001073587,NP_004765
NP_542123,NP_004791
NP_064648,NP_001129131
NP_034945,NP_004801
NP_032770,NP_004813
NP_001028480,NP_001099026
NP_033098,NP_004841
NP_660124,NP_004845
NP_035944,NP_004851
NP_033917,NP_004902
NP_082476,NP_004904
NP_033723,NP_058198
NP_057898,NP_004916
NP_033918,NP_004920
NP_031692,NP_004923
NP_700462,NP_004938
NP_001159899,NP_004957
NP_032439,NP_004963
NP_032443,NP_004965
NP_032449,NP_004970
NP_064315,NP_004971
NP_032634,NP_004986
NP_795904,NP_001032209
NP_058024,NP_001245241
NP_033276,NP_001116224
NP_001106889,NP_001001928
NP_035411,NP_005051
NP_033200,NP_005058
NP_033226,NP_005062
NP_001240733,NP_005063
NP_035729,NP_005068
NP_001077397,NP_001098662
NP_033479,NP_005080
NP_898994,NP_005094
NP_473395,NP_001229734
NP_001074400,NP_005112
NP_081569,NP_005119
NP_598410,NP_598408
NP_796052,NP_005151
NP_033787,NP_005156
NP_083086,NP_005159
NP_031746,NP_005192
NP_031857,NP_005206
NP_034270,NP_005224
NP_034284,NP_005226
NP_001076787,NP_001138784
NP_031989,NP_004982
NP_032000,NP_005233
NP_038547,NP_005242
NP_032167,NP_005263
NP_666362,NP_005270
NP_035928,NP_005274
NP_034472,NP_005276
NP_660114,NP_005288
NP_032203,NP_005305
NP_032530,NP_005308
NP_001074688,NP_001242970
NP_033297,NP_005408
NP_033838,NP_005431
NP_001009546,NP_005459
NP_795990,NP_005486
NP_038593,NP_005492
NP_038482,NP_005493
NP_058021,NP_005496
NP_034046,NP_005499
NP_001074840,NP_005500
NP_064328,NP_005506
NP_034695,NP_005529
NP_032496,NP_005548
NP_032506,NP_005550
NP_766415,NP_005566
NP_065232,NP_005572
NP_001103443,NP_005577
NP_001001488,NP_005594
NP_033056,NP_005601
NP_033227,NP_005619
NP_034281,NP_005645
NP_067416,NP_001230085
NP_038818,NP_005679
NP_001171201,NP_005684
NP_001033076,NP_005702
NP_061241,NP_974199
NP_062767,NP_005715
NP_081809,NP_005716
NP_598442,NP_005718
NP_058556,NP_005727
NP_035718,NP_005753
NP_683732,NP_005769
NP_061252,NP_005786
NP_035693,NP_005800
NP_034402,NP_005802
NP_033308,NP_005853
NP_080348,NP_005860
NP_062768,NP_005871
NP_034627,NP_005887
NP_032565,NP_001003688
NP_034884,NP_001003652
NP_062356,NP_001120689
NP_034936,NP_001193937
NP_032665,NP_005949
NP_001028496,NP_001018011
NP_033577,NP_001095891
NP_001074288,NP_006006
NP_034850,NP_006024
NP_001074796,NP_006034
NP_666197,NP_006042
NP_035966,NP_006050
NP_035734,NP_006059
NP_780693,NP_006082
NP_742116,NP_006088
NP_001171281,NP_001092001
NP_084294,NP_006125
NP_034500,NP_006135
NP_034836,NP_006140
NP_536345,NP_006142
NP_057917,NP_006165
NP_058048,NP_006186
NP_001177412,NP_001177411
NP_033281,NP_001130002
NP_080736,NP_001012303
NP_032865,NP_006209
NP_083370,NP_006210
NP_062650,NP_001124436
NP_061362,NP_006220
NP_035273,NP_006228
NP_032885,NP_006248
NP_035392,NP_006259
NP_035732,NP_006280
NP_631880,NP_006289
NP_034862,NP_963924
NP_001012330,NP_991331
NP_064306,NP_006362
NP_038688,NP_006369
NP_062782,NP_006448
NP_001272799,NP_001234935
NP_034310,NP_006477
NP_067336,NP_006480
NP_001192250,NP_006505
NP_080251,NP_006511
NP_035520,NP_006589
NP_031723,NP_006605
NP_690017,NP_006613
NP_001136127,NP_006619
NP_598830,NP_001091956
NP_032664,NP_006627
NP_038587,NP_006635
NP_031782,NP_006642
NP_666367,NP_001274524
NP_659105,NP_696961
NP_079547,NP_006677
NP_034938,NP_006681
NP_001116290,NP_001159583
NP_035947,NP_006696
NP_080179,NP_006755
NP_082514,NP_071732
NP_608301,NP_006836
NP_082884,NP_006842
NP_034874,NP_006849
NP_937806,NP_006852
NP_062745,NP_006861
NP_031522,NP_008816
NP_766606,NP_008832
NP_033133,NP_008848
NP_061203,NP_001159435
NP_035574,NP_008871
NP_033751,NP_008919
NP_081091,NP_008931
NP_796301,NP_008944
NP_878259,NP_008961
NP_001013789,NP_008989
NP_001272447,NP_009052
NP_035812,NP_009055
NP_001074942,NP_009088
NP_031734,NP_001193928
NP_038881,NP_005683
NP_001129561,NP_009124
NP_032966,NP_653088
NP_780493,NP_009128
NP_613068,NP_009144
NP_851832,NP_009151
NP_001152981,NP_009160
NP_848748,NP_009177
NP_034766,NP_009180
NP_001239459,NP_009187
NP_001029047,NP_009203
NP_001192242,NP_009330
NP_062804,NP_001527
NP_032854,NP_000282
NP_035346,NP_109592
NP_035369,NP_001265569
NP_035609,NP_004854
NP_598608,NP_055557
NP_034340,NP_001159715
NP_067274,NP_057366
NP_796367,NP_443099
NP_034423,NP_001191948
NP_620097,NP_060666
NP_780403,NP_689920
NP_001188498,NP_940933
NP_001004148,NP_808218
NP_001229973,NP_001118
NP_033483,NP_003325
NP_766616,NP_150648
NP_001041673,NP_004220
NP_084006,NP_689794
NP_766446,NP_065074
NP_613056,NP_115602
NP_081168,NP_005866
NP_036063,NP_065715
NP_033113,NP_057056
NP_076313,NP_689554
NP_062728,NP_037391
NP_955518,NP_055994
NP_780759,NP_031373
NP_034432,NP_031379
NP_031431,NP_056085
NP_031452,NP_001112359
NP_031511,NP_055393
NP_001070733,NP_112738
NP_001157562,NP_061332
NP_031581,NP_066551
NP_031687,NP_076916
NP_031748,NP_064707
NP_031757,NP_542991
NP_031765,NP_001841
NP_031830,NP_056082
NP_031859,NP_001911
NP_031883,NP_066382
NP_031965,NP_065387
NP_032099,NP_944493
NP_032100,NP_150092
NP_032253,NP_065948
NP_032262,NP_061962
NP_032272,NP_149044
NP_032340,NP_076917
NP_032357,NP_001010987
NP_001258633,NP_065748
NP_032477,NP_001128247
NP_032494,NP_036448
NP_032500,NP_149034
NP_032520,NP_001035257
NP_032545,NP_001137391
NP_032637,NP_002415
NP_001152992,NP_001120838
NP_032819,NP_060043
NP_001159860,NP_116000
NP_033315,NP_055535
NP_033333,NP_001129976
NP_001152864,NP_066960
NP_033448,NP_066961
NP_033459,NP_003300
NP_033489,NP_068605
NP_033544,NP_079492
NP_033546,NP_078613
NP_033547,NP_110380
NP_033548,NP_149122
NP_033549,NP_110388
NP_001258686,NP_110402
NP_033554,NP_478679
NP_033860,NP_647537
NP_001106284,NP_938191
NP_034043,NP_112477
NP_034056,NP_542411
NP_034078,NP_001138607
NP_034183,NP_835221
NP_034188,NP_004934
NP_997165,NP_570629
NP_034207,NP_000786
NP_034337,NP_075259
NP_034352,NP_851939
NP_034382,NP_775807
NP_034441,NP_002064
NP_034446,NP_036334
NP_034674,NP_002172
NP_034747,NP_071396
NP_035050,NP_001129743
NP_035129,NP_001245212
NP_035142,NP_000904
NP_035150,NP_055093
NP_001158149,NP_001155901
NP_035325,NP_612153
NP_035356,NP_001008749
NP_001185897,NP_062541
NP_035500,NP_055423
NP_035525,NP_068812
NP_001264255,NP_001139291
NP_035828,NP_071448
NP_035829,NP_060832
NP_001158039,NP_056957
NP_035844,NP_115784
NP_035900,NP_057344
NP_035943,NP_116225
NP_035945,NP_001230022
NP_035976,NP_057239
NP_035986,NP_001116151
NP_001139409,NP_001073946
NP_001273672,NP_001186512
NP_036054,NP_000698
NP_001136388,NP_891988
NP_036106,NP_060363
NP_036120,NP_055146
NP_036133,NP_057403
NP_036146,NP_150296
NP_036165,NP_065122
NP_598451,NP_001135919
NP_061299,NP_036227
NP_036053,NP_036230
NP_062390,NP_036237
NP_991352,NP_036257
NP_663498,NP_036330
NP_663466,NP_036381
NP_038932,NP_036391
NP_038740,NP_036410
NP_001161698,NP_001135899
NP_001074767,NP_036434
NP_932113,NP_036471
NP_766440,NP_036529
NP_766390,NP_001070650
NP_077234,NP_001243661
NP_061359,NP_036611
NP_001074550,NP_055720
NP_058034,NP_037424
NP_067519,NP_932173
NP_058562,NP_037365
NP_079660,NP_037370
NP_062760,NP_037386
NP_690034,NP_037489
NP_114031,NP_037511
NP_082471,NP_037517
XP_006525301,NP_037529
NP_666206,NP_037534
NP_898914,NP_038460
NP_001019629,NP_054908
NP_038497,NP_001265338
NP_038532,NP_077739
NP_038608,NP_002292
NP_038789,NP_068766
NP_038811,NP_258428
NP_038876,NP_001017922
NP_038878,NP_061985
NP_038880,NP_060828
NP_038892,NP_963834
NP_038959,NP_055948
NP_666129,NP_055026
NP_444491,NP_055029
NP_001171043,NP_055066
NP_001003911,NP_055087
NP_444475,NP_055151
NP_063933,NP_001258570
NP_997554,NP_055160
NP_064332,NP_055173
NP_001073370,NP_001093165
NP_080476,NP_055194
NP_001156476,NP_001245377
NP_083770,NP_001272988
NP_080225,NP_055311
NP_001033799,NP_055363
NP_064673,NP_055370
NP_659048,NP_055398
NP_001177814,NP_001030009
NP_694708,NP_055416
NP_569723,NP_055440
NP_766339,NP_055444
NP_789803,NP_055449
NP_001153076,NP_001018494
NP_722483,NP_055531
NP_705728,NP_055533
NP_950183,NP_001135975
NP_083550,NP_055542
NP_780654,NP_739580
NP_001093107,NP_055627
NP_796141,NP_055721
NP_598678,NP_055753
NP_075679,NP_055792
NP_766470,NP_055806
NP_075532,NP_055839
NP_444411,NP_055842
NP_083034,NP_055859
NP_765994,NP_055864
NP_001161776,NP_055891
NP_808424,NP_055916
NP_080652,NP_055918
NP_849227,NP_001274684
NP_082991,NP_001154830
NP_808400,NP_055954
NP_705734,NP_001153508
NP_848825,NP_056006
NP_001139302,NP_056007
NP_001074790,NP_001093869
NP_941991,NP_056051
NP_001239444,NP_056067
NP_001258657,NP_001123539
NP_001239239,NP_001076436
NP_666031,NP_056222
NP_080833,NP_056251
NP_941056,NP_056286
NP_082732,NP_056300
NP_080543,NP_056324
NP_067484,NP_056344
NP_001033708,NP_001129599
NP_796021,NP_056385
NP_077785,NP_001035937
NP_082994,NP_056465
NP_056574,NP_001077005
NP_001028349,NP_056932
NP_001095928,NP_680479
NP_444421,NP_056970
NP_080617,NP_056985
NP_083931,NP_057060
NP_058571,NP_057066
NP_758461,NP_001035545
NP_852087,NP_057196
NP_082670,NP_057210
NP_001029287,NP_057232
NP_076347,NP_057240
NP_579923,NP_001121055
NP_062637,NP_057250
NP_997181,NP_057258
NP_058680,NP_057263
NP_080704,NP_057370
NP_001257466,NP_057377
NP_780467,NP_001157858
NP_001074832,NP_057427
NP_001158205,NP_057531
NP_080696,NP_057564
NP_818773,NP_001002002
NP_058085,NP_114032
NP_058086,NP_112533
NP_058563,NP_060125
NP_058595,NP_065120
NP_067314,NP_058648
NP_034708,NP_002202
NP_001155838,NP_775267
NP_067433,NP_059108
NP_714966,NP_059127
NP_067446,NP_059131
NP_059489,NP_443070
NP_001074894,NP_001137414
NP_001034634,NP_001093582
NP_619614,NP_060034
NP_001002764,NP_060045
NP_444416,NP_060093
NP_001074684,NP_060101
NP_001153850,NP_060103
NP_780339,NP_060106
NP_079983,NP_060128
NP_666082,NP_060191
NP_062296,NP_060240
NP_941049,NP_060242
NP_001119519,NP_060259
NP_598743,NP_060263
NP_082144,NP_060306
NP_808241,NP_060320
NP_080055,NP_060388
NP_908976,NP_060395
NP_705801,NP_060416
NP_694803,NP_001161412
NP_659045,NP_060452
NP_081701,NP_060457
NP_666151,NP_060521
NP_958756,NP_060523
NP_955009,NP_060526
NP_660105,NP_001193457
NP_067283,NP_001129193
NP_080836,NP_001243804
NP_848498,NP_060572
NP_001074694,NP_060591
NP_898995,NP_060627
NP_666245,NP_060648
NP_766178,NP_060738
NP_081004,NP_001185890
NP_001034781,NP_060757
NP_001164259,NP_060766
NP_081405,NP_001191375
NP_849266,NP_060830
NP_001239552,NP_060841
NP_598924,NP_060858
NP_080131,NP_001132982
NP_084441,NP_061060
NP_067397,NP_061072
NP_062352,NP_061115
NP_001239136,NP_733937
NP_598498,NP_061167
NP_082540,NP_061180
NP_061274,NP_689493
NP_061281,NP_008942
NP_080109,NP_061330
NP_766459,NP_061335
NP_660107,NP_061836
NP_780330,NP_061849
NP_766520,NP_851820
NP_932139,NP_001136112
NP_659148,NP_061905
NP_778153,NP_067071
NP_536683,NP_001185497
NP_080656,NP_203131
NP_062370,NP_892027
NP_062423,NP_067013
NP_997570,NP_113663
NP_063921,NP_001027565
NP_062751,NP_054721
NP_780684,NP_063938
NP_064300,NP_066305
NP_064322,NP_112583
NP_064348,NP_699161
NP_064391,NP_997176
NP_064434,NP_065695
NP_067260,NP_524144
NP_001028426,NP_001263646
NP_082572,NP_001076003
NP_001139764,NP_064565
NP_001033797,NP_001033796
NP_034750,NP_064627
NP_848826,NP_001121777
NP_001161969,NP_001188505
NP_705817,NP_001265525
NP_001074651,NP_065185
NP_001181935,NP_001123959
NP_067293,NP_001164278
NP_001020556,NP_058639
NP_067543,NP_065389
NP_065623,NP_997069
NP_075813,NP_065702
NP_573471,NP_065704
NP_079617,NP_065727
NP_001028476,NP_065826
NP_848887,NP_001139748
NP_083958,NP_065850
NP_001153420,NP_065970
NP_694806,NP_065990
NP_066395,NP_149040
NP_001104499,NP_066574
NP_001171092,NP_066918
NP_001074855,NP_066976
NP_001038947,NP_066986
NP_075017,NP_067046
NP_722495,NP_001242953
NP_001158154,NP_149055
NP_067384,NP_115910
NP_067386,NP_001006639
NP_067483,NP_067068
NP_001162091,NP_067547
NP_694768,NP_067646
NP_080722,NP_001034556
NP_663409,NP_068370
NP_079791,NP_068597
NP_444424,NP_001273063
NP_071297,NP_071441
NP_001229311,NP_001171486
NP_001020099,NP_071386
NP_598492,NP_071402
NP_001025460,NP_071405
NP_001170982,NP_071429
NP_665827,NP_071450
NP_081893,XP_003119008
NP_082236,NP_071752
NP_075630,NP_071766
NP_071868,NP_001010858
NP_080456,NP_071882
NP_780324,NP_001258769
NP_080603,NP_071940
NP_848828,NP_072090
NP_796097,NP_079143
NP_001028511,NP_071913
NP_780503,NP_073568
NP_663549,NP_073579
NP_919326,NP_073586
NP_080807,NP_073604
NP_001039272,NP_073605
NP_083900,NP_073610
NP_789810,NP_073613
NP_073725,NP_699197
NP_035242,NP_116021
NP_001012656,NP_001075956
NP_001074533,NP_835260
NP_444427,NP_112233
NP_080200,NP_075387
NP_001136214,NP_001136241
NP_083939,NP_001123525
NP_075891,NP_006462
NP_076076,NP_940684
NP_076161,NP_663768
NP_076341,NP_612462
NP_076373,NP_689876
NP_766420,NP_076933
NP_001192087,NP_076934
NP_599013,NP_076985
NP_001103779,NP_077011
NP_077190,NP_077283
NP_036024,NP_004835
NP_083114,NP_078788
NP_001121568,NP_078800
NP_080322,NP_078896
NP_001104577,NP_001229726
NP_766002,NP_078919
NP_666303,NP_078928
NP_666323,NP_078932
NP_001074836,NP_001269613
NP_780437,NP_789789
NP_766348,NP_078988
NP_109633,NP_078997
NP_001258467,NP_001139281
NP_473438,NP_079055
NP_598520,NP_079060
NP_080769,NP_079066
NP_001029051,NP_079079
NP_085043,NP_079092
NP_001243449,NP_079112
NP_780341,NP_001107605
NP_080388,NP_079303
NP_780682,NP_079350
NP_722502,NP_001275897
NP_082207,NP_079426
NP_766145,NP_079434
NP_083801,NP_079146
NP_001186171,NP_079497
NP_666305,NP_079514
NP_085033,NP_079519
NP_997111,NP_079520
NP_079771,NP_001012267
NP_079795,NP_689497
NP_079834,NP_085056
NP_079842,NP_001161414
NP_079988,NP_689841
NP_080010,NP_758857
NP_080026,NP_001078870
NP_080289,NP_848549
NP_080358,NP_212132
NP_997560,NP_001257543
NP_080443,NP_277030
NP_080660,NP_115953
NP_080690,NP_690005
NP_080777,NP_835227
NP_080810,NP_001071087
NP_080811,NP_776249
NP_081019,NP_001073978
NP_081067,NP_115677
NP_081099,NP_620150
NP_081191,NP_653235
NP_081419,NP_056114
NP_081575,NP_996801
NP_081577,NP_683695
NP_001135422,NP_001263203
NP_082247,NP_536722
NP_082258,NP_005158
NP_082273,NP_783866
NP_082291,NP_671723
NP_082508,NP_001012409
NP_082789,NP_536356
NP_082790,NP_612146
NP_082941,NP_872409
NP_083001,NP_660151
NP_083022,NP_620172
NP_083136,NP_066576
NP_083158,NP_689967
NP_083163,NP_056110
NP_083214,NP_001099129
NP_083229,NP_619636
NP_083277,NP_001098028
NP_001074744,NP_001013647
NP_083754,NP_112200
NP_083945,NP_689899
NP_084415,NP_689908
NP_085040,NP_694574
NP_997106,NP_085152
NP_663749,NP_055406
NP_570936,NP_110401
NP_082251,NP_112181
NP_666040,NP_112189
NP_001028215,NP_112567
NP_001258473,NP_001245357
NP_113682,NP_001073954
NP_001019891,NP_114141
NP_631892,NP_114152
NP_780649,NP_114154
NP_997096,NP_114159
NP_954668,NP_114408
NP_084359,NP_115732
NP_803423,NP_115820
NP_001001979,NP_115822
NP_082823,NP_115948
NP_892037,NP_001243196
NP_149030,NP_115969
NP_663454,NP_116164
NP_766189,NP_116235
NP_001171099,NP_149093
NP_080994,NP_149112
NP_473407,NP_149114
NP_001019305,NP_150232
NP_780528,NP_001004318
NP_899003,NP_570139
NP_598501,NP_005779
NP_001074612,NP_001095856
NP_001078966,NP_660348
NP_033927,NP_006126
NP_082938,NP_835361
NP_848839,NP_776172
NP_666110,NP_005510
NP_001074778,NP_055417
NP_001025108,NP_777635
NP_803412,NP_203744
NP_569724,NP_207837
NP_733481,NP_277045
NP_766067,NP_277053
NP_277058,NP_861449
NP_277059,NP_689807
NP_387501,NP_796372
NP_780516,NP_443175
NP_473435,NP_443188
NP_598611,NP_444269
NP_001003934,NP_001252518
NP_444435,NP_612200
NP_083089,NP_444506
NP_001107819,NP_055912
NP_874385,NP_001005388
NP_001152879,NP_114436
NP_001123638,NP_001185462
NP_001122106,NP_776245
NP_694793,NP_068506
NP_780323,NP_001036111
NP_789806,NP_653265
NP_808562,NP_001008227
NP_084377,NP_001096082
NP_001074658,NP_659489
NP_694738,NP_598000
NP_081514,NP_689787
NP_780658,NP_001010919
NP_766012,NP_056150
NP_690013,NP_001078816
NP_083701,NP_001010861
NP_001028602,NP_085150
NP_780747,NP_699192
NP_660116,NP_543138
NP_001030057,NP_001139189
NP_780393,NP_258257
NP_796342,NP_689801
NP_001074648,NP_061897
NP_065612,NP_005617
NP_766260,NP_937784
NP_796349,NP_055168
NP_598949,NP_006812
NP_001076811,NP_065831
NP_082227,NP_653306
NP_666281,NP_065192
NP_062409,NP_997320
NP_082213,NP_065815
NP_998893,NP_542785
NP_619596,NP_542789
NP_001001490,NP_543008
NP_082995,NP_001276041
NP_780721,NP_001135742
NP_083249,NP_001128529
NP_081408,NP_839947
NP_001170845,NP_056070
NP_034741,NP_742104
NP_001074571,NP_579877
NP_001028656,NP_839943
NP_001092793,NP_597721
NP_899002,NP_598004
NP_663505,NP_598378
NP_598473,NP_001070968
NP_598483,NP_067037
NP_598599,NP_644670
NP_001152826,NP_001136254
NP_598656,NP_663623
NP_598824,NP_060252
NP_598909,NP_001159694
NP_001028554,NP_758952
NP_001156576,NP_001164045
NP_001035549,NP_065768
NP_796182,NP_055833
NP_612183,NP_061160
NP_079644,NP_612207
NP_666139,NP_612364
NP_619617,NP_612401
NP_659051,NP_612403
NP_766202,NP_612408
NP_001139589,NP_001129148
NP_001009573,NP_954712
NP_001074659,NP_001099050
NP_690879,NP_620711
NP_001104500,NP_660302
NP_665840,NP_631906
NP_631978,NP_640334
NP_084266,NP_945351
NP_598682,NP_694540
NP_001074660,NP_899243
NP_001074838,NP_001138490
NP_080650,NP_004506
NP_082053,NP_000457
NP_653111,NP_919442
NP_001028616,NP_653176
NP_001074509,NP_653177
NP_001074880,NP_653244
NP_001020081,NP_653311
NP_001033691,NP_001033692
NP_659041,NP_671512
NP_659074,NP_065842
NP_659121,NP_694997
NP_001170844,NP_659196
NP_001185740,NP_659403
XP_006496441,NP_659429
NP_083224,NP_659457
NP_001186561,NP_659469
NP_766423,NP_659502
NP_001157238,NP_660337
NP_663487,NP_955376
NP_663528,NP_001137384
NP_851390,NP_001010980
NP_001207428,NP_001192181
NP_938047,NP_938073
NP_663730,NP_001013648
NP_035763,NP_001029082
NP_780689,NP_666016
NP_666035,NP_001078869
NP_666042,NP_787117
NP_666075,NP_037480
NP_666088,NP_001092691
NP_666099,NP_001013663
NP_001164114,NP_877434
XP_006525288,NP_001180405
NP_666313,NP_689865
NP_666411,NP_001004480
NP_666472,NP_001004759
NP_666643,NP_001005465
NP_666696,NP_001005515
NP_666725,NP_039225
NP_666832,NP_001005286
NP_666987,NP_001005490
NP_001011517,NP_001004059
NP_001009927,NP_683684
NP_683748,NP_055878
NP_766258,NP_689525
NP_766533,NP_689558
NP_001116210,NP_689732
NP_083731,NP_689860
NP_001030070,NP_001092305
NP_705727,NP_689940
NP_796209,NP_689944
NP_808547,NP_689957
NP_766294,NP_001136221
NP_001153857,NP_689987
NP_808233,NP_694563
NP_001074655,NP_001073283
NP_694721,NP_699188
NP_694739,NP_874361
NP_848801,NP_694955
NP_082217,NP_001166250
NP_001032834,NP_699189
NP_001157321,NP_001186036
NP_705763,NP_001006656
NP_997089,NP_705841
