from(10090),to(9606)
ENSMUSP00000097897,ENSP00000501349
ENSMUSP00000064080,ENSP00000376224
ENSMUSP00000110187,ENSP00000445775
ENSMUSP00000051966,ENSP00000381204
ENSMUSP00000036916,ENSP00000356102
ENSMUSP00000059261,ENSP00000428099
ENSMUSP00000087587,ENSP00000359488
ENSMUSP00000014691,ENSP00000298125
ENSMUSP00000017443,ENSP00000361705
ENSMUSP00000059463,ENSP00000379880
ENSMUSP00000109811,ENSP00000299340
ENSMUSP00000106303,ENSP00000389466
ENSMUSP00000117421,ENSP00000427820
ENSMUSP00000034584,ENSP00000445002
ENSMUSP00000044166,ENSP00000296877
ENSMUSP00000022952,ENSP00000414657
ENSMUSP00000057106,ENSP00000356708
ENSMUSP00000023538,ENSP00000353452
ENSMUSP00000078966,ENSP00000307080
ENSMUSP00000090651,ENSP00000369614
ENSMUSP00000010038,ENSP00000483253
ENSMUSP00000045430,ENSP00000309052
ENSMUSP00000062841,ENSP00000357804
ENSMUSP00000020208,ENSP00000344446
ENSMUSP00000026562,ENSP00000372059
ENSMUSP00000029303,ENSP00000296543
ENSMUSP00000103393,ENSP00000480020
ENSMUSP00000090749,ENSP00000284551
ENSMUSP00000026011,ENSP00000358909
ENSMUSP00000118743,ENSP00000347924
ENSMUSP00000139031,ENSP00000354158
ENSMUSP00000035234,ENSP00000341139
ENSMUSP00000041047,ENSP00000270631
ENSMUSP00000092041,ENSP00000383155
ENSMUSP00000064079,ENSP00000336701
ENSMUSP00000080766,ENSP00000359385
ENSMUSP00000113962,ENSP00000284486
ENSMUSP00000135083,ENSP00000324763
ENSMUSP00000046906,ENSP00000405514
ENSMUSP00000097313,ENSP00000310933
ENSMUSP00000143047,ENSP00000494644
ENSMUSP00000086017,ENSP00000444465
ENSMUSP00000063999,ENSP00000256707
ENSMUSP00000041907,ENSP00000357005
ENSMUSP00000108889,ENSP00000380602
ENSMUSP00000021667,ENSP00000452007
ENSMUSP00000043145,ENSP00000267584
ENSMUSP00000059666,ENSP00000309142
ENSMUSP00000058183,ENSP00000498972
ENSMUSP00000104460,ENSP00000268676
ENSMUSP00000063335,ENSP00000301459
ENSMUSP00000107971,ENSP00000385045
ENSMUSP00000135435,ENSP00000376447
ENSMUSP00000022460,ENSP00000344260
ENSMUSP00000096231,ENSP00000269878
ENSMUSP00000055697,ENSP00000377215
ENSMUSP00000128271,ENSP00000313995
ENSMUSP00000049563,ENSP00000498282
ENSMUSP00000078022,ENSP00000387303
ENSMUSP00000045214,ENSP00000292246
ENSMUSP00000049206,ENSP00000328813
ENSMUSP00000034512,ENSP00000332613
ENSMUSP00000034065,ENSP00000424757
ENSMUSP00000061836,ENSP00000377862
ENSMUSP00000034692,ENSP00000264833
ENSMUSP00000095782,ENSP00000369440
ENSMUSP00000036695,ENSP00000300255
ENSMUSP00000036382,ENSP00000291634
ENSMUSP00000146362,ENSP00000441927
ENSMUSP00000006451,ENSP00000258821
ENSMUSP00000019333,ENSP00000430955
ENSMUSP00000079789,ENSP00000382237
ENSMUSP00000030628,ENSP00000363463
ENSMUSP00000103658,ENSP00000262643
ENSMUSP00000136167,ENSP00000379112
ENSMUSP00000068590,ENSP00000319979
ENSMUSP00000046733,ENSP00000497174
ENSMUSP00000092839,ENSP00000405635
ENSMUSP00000099355,ENSP00000360054
ENSMUSP00000053325,ENSP00000348211
ENSMUSP00000055208,ENSP00000296595
ENSMUSP00000056080,ENSP00000335196
ENSMUSP00000066662,ENSP00000327994
ENSMUSP00000057521,ENSP00000368496
ENSMUSP00000051643,ENSP00000366800
ENSMUSP00000084959,ENSP00000416583
ENSMUSP00000038681,ENSP00000282041
ENSMUSP00000099758,ENSP00000285071
ENSMUSP00000079295,ENSP00000328524
ENSMUSP00000048826,ENSP00000497008
ENSMUSP00000057760,ENSP00000516057
ENSMUSP00000077779,ENSP00000295628
ENSMUSP00000043844,ENSP00000294353
ENSMUSP00000093969,ENSP00000335044
ENSMUSP00000047700,ENSP00000380794
ENSMUSP00000036993,ENSP00000354681
ENSMUSP00000042183,ENSP00000307640
ENSMUSP00000148592,ENSP00000480090
ENSMUSP00000031077,ENSP00000303468
ENSMUSP00000159405,ENSP00000371362
ENSMUSP00000018989,ENSP00000268876
ENSMUSP00000041599,ENSP00000295488
ENSMUSP00000106978,ENSP00000261655
ENSMUSP00000052107,ENSP00000336127
ENSMUSP00000004381,ENSP00000261407
ENSMUSP00000099705,ENSP00000337340
ENSMUSP00000078623,ENSP00000301391
ENSMUSP00000050832,ENSP00000308893
ENSMUSP00000105264,ENSP00000363506
ENSMUSP00000040168,ENSP00000310332
ENSMUSP00000035100,ENSP00000398211
ENSMUSP00000016034,ENSP00000266736
ENSMUSP00000108162,ENSP00000389175
ENSMUSP00000152784,ENSP00000374529
ENSMUSP00000129575,ENSP00000308695
ENSMUSP00000112804,ENSP00000418914
ENSMUSP00000058813,ENSP00000442837
ENSMUSP00000050496,ENSP00000268989
ENSMUSP00000027257,ENSP00000289359
ENSMUSP00000069674,ENSP00000232766
ENSMUSP00000113353,ENSP00000295890
ENSMUSP00000043397,ENSP00000460850
ENSMUSP00000041380,ENSP00000380122
ENSMUSP00000099366,ENSP00000479636
ENSMUSP00000031276,ENSP00000264400
ENSMUSP00000083747,ENSP00000356105
ENSMUSP00000096880,ENSP00000334642
ENSMUSP00000038091,ENSP00000375810
ENSMUSP00000058455,ENSP00000350734
ENSMUSP00000108982,ENSP00000381549
ENSMUSP00000065096,ENSP00000297107
ENSMUSP00000088663,ENSP00000361673
ENSMUSP00000124470,ENSP00000287585
ENSMUSP00000015160,ENSP00000320646
ENSMUSP00000124712,ENSP00000309501
ENSMUSP00000097972,ENSP00000343002
ENSMUSP00000065502,ENSP00000295542
ENSMUSP00000040048,ENSP00000342609
ENSMUSP00000078148,ENSP00000370031
ENSMUSP00000127300,ENSP00000418751
ENSMUSP00000041981,ENSP00000400686
ENSMUSP00000081953,ENSP00000321834
ENSMUSP00000129393,ENSP00000384192
ENSMUSP00000070382,ENSP00000355045
ENSMUSP00000031069,ENSP00000371535
ENSMUSP00000066108,ENSP00000289952
ENSMUSP00000046298,ENSP00000307607
ENSMUSP00000129377,ENSP00000376007
ENSMUSP00000070241,ENSP00000321455
ENSMUSP00000031788,ENSP00000265395
ENSMUSP00000119711,ENSP00000317175
ENSMUSP00000042151,ENSP00000354622
ENSMUSP00000106655,ENSP00000379326
ENSMUSP00000092464,ENSP00000290974
ENSMUSP00000056383,ENSP00000327832
ENSMUSP00000037011,ENSP00000336720
ENSMUSP00000112717,ENSP00000418001
ENSMUSP00000079041,ENSP00000274181
ENSMUSP00000104144,ENSP00000321386
ENSMUSP00000054910,ENSP00000304127
ENSMUSP00000051644,ENSP00000314776
ENSMUSP00000106559,ENSP00000262932
ENSMUSP00000049335,ENSP00000260570
ENSMUSP00000021311,ENSP00000465992
ENSMUSP00000068758,ENSP00000374045
ENSMUSP00000069669,ENSP00000334140
ENSMUSP00000032094,ENSP00000344855
ENSMUSP00000062992,ENSP00000311196
ENSMUSP00000027478,ENSP00000252711
ENSMUSP00000057365,ENSP00000427741
ENSMUSP00000036625,ENSP00000319118
ENSMUSP00000076367,ENSP00000325775
ENSMUSP00000102034,ENSP00000306015
ENSMUSP00000039378,ENSP00000401513
ENSMUSP00000067897,ENSP00000369670
ENSMUSP00000042796,ENSP00000361331
ENSMUSP00000065719,ENSP00000360296
ENSMUSP00000045803,ENSP00000509436
ENSMUSP00000105149,ENSP00000362560
ENSMUSP00000017911,ENSP00000361597
ENSMUSP00000041951,ENSP00000358588
ENSMUSP00000085263,ENSP00000064571
ENSMUSP00000066520,ENSP00000358932
ENSMUSP00000047888,ENSP00000436836
ENSMUSP00000062475,ENSP00000275766
ENSMUSP00000138622,ENSP00000252729
ENSMUSP00000039641,ENSP00000328111
ENSMUSP00000136158,ENSP00000335076
ENSMUSP00000051151,ENSP00000320318
ENSMUSP00000041806,ENSP00000361596
ENSMUSP00000050970,ENSP00000255152
ENSMUSP00000096672,ENSP00000045083
ENSMUSP00000041268,ENSP00000340954
ENSMUSP00000126541,ENSP00000370891
ENSMUSP00000066031,ENSP00000378855
ENSMUSP00000006638,ENSP00000501114
ENSMUSP00000159151,ENSP00000419199
ENSMUSP00000033549,ENSP00000355195
ENSMUSP00000051392,ENSP00000397415
ENSMUSP00000128521,ENSP00000385143
ENSMUSP00000039271,ENSP00000288078
ENSMUSP00000130967,ENSP00000260648
ENSMUSP00000056765,ENSP00000377381
ENSMUSP00000043540,ENSP00000295682
ENSMUSP00000031127,ENSP00000273861
ENSMUSP00000056039,ENSP00000417573
ENSMUSP00000051569,ENSP00000290429
ENSMUSP00000035826,ENSP00000282058
ENSMUSP00000037278,ENSP00000410449
ENSMUSP00000037194,ENSP00000362650
ENSMUSP00000051515,ENSP00000368152
ENSMUSP00000158186,ENSP00000398979
ENSMUSP00000040420,ENSP00000286070
ENSMUSP00000101851,ENSP00000429190
ENSMUSP00000031530,ENSP00000288680
ENSMUSP00000072688,ENSP00000382218
ENSMUSP00000051621,ENSP00000306220
ENSMUSP00000043240,ENSP00000482233
ENSMUSP00000040356,ENSP00000368965
ENSMUSP00000135908,ENSP00000328079
ENSMUSP00000071720,ENSP00000319060
ENSMUSP00000044831,ENSP00000323099
ENSMUSP00000053023,ENSP00000341342
ENSMUSP00000098419,ENSP00000298573
ENSMUSP00000025698,ENSP00000279168
ENSMUSP00000048576,ENSP00000234389
ENSMUSP00000077596,ENSP00000302812
ENSMUSP00000101061,ENSP00000393363
ENSMUSP00000050014,ENSP00000366070
ENSMUSP00000022186,ENSP00000320430
ENSMUSP00000028934,ENSP00000366208
ENSMUSP00000125137,ENSP00000479844
ENSMUSP00000155442,ENSP00000301305
ENSMUSP00000081366,ENSP00000361024
ENSMUSP00000057282,ENSP00000453883
ENSMUSP00000047164,ENSP00000355837
ENSMUSP00000133045,ENSP00000451812
ENSMUSP00000078795,ENSP00000323879
ENSMUSP00000087114,ENSP00000296343
ENSMUSP00000137571,ENSP00000359243
ENSMUSP00000049882,ENSP00000366032
ENSMUSP00000105847,ENSP00000369080
ENSMUSP00000139021,ENSP00000453399
ENSMUSP00000083559,ENSP00000201647
ENSMUSP00000142934,ENSP00000308361
ENSMUSP00000027226,ENSP00000281156
ENSMUSP00000069444,ENSP00000223145
ENSMUSP00000047667,ENSP00000379216
ENSMUSP00000074771,ENSP00000312649
ENSMUSP00000046991,ENSP00000320924
ENSMUSP00000108455,ENSP00000361027
ENSMUSP00000062622,ENSP00000405620
ENSMUSP00000074827,ENSP00000367086
ENSMUSP00000106361,ENSP00000397351
ENSMUSP00000063108,ENSP00000428815
ENSMUSP00000074017,ENSP00000376848
ENSMUSP00000129772,ENSP00000321711
ENSMUSP00000027128,ENSP00000373827
ENSMUSP00000048454,ENSP00000359050
ENSMUSP00000156669,ENSP00000414150
ENSMUSP00000085648,ENSP00000380019
ENSMUSP00000059385,ENSP00000282516
ENSMUSP00000117636,ENSP00000404464
ENSMUSP00000062037,ENSP00000301452
ENSMUSP00000114495,ENSP00000378207
ENSMUSP00000080370,ENSP00000380281
ENSMUSP00000110115,ENSP00000377598
ENSMUSP00000046864,ENSP00000321427
ENSMUSP00000113295,ENSP00000396275
ENSMUSP00000050535,ENSP00000274487
ENSMUSP00000158578,ENSP00000344140
ENSMUSP00000093500,ENSP00000272238
ENSMUSP00000033917,ENSP00000280191
ENSMUSP00000036360,ENSP00000410943
ENSMUSP00000025236,ENSP00000296632
ENSMUSP00000042004,ENSP00000358820
ENSMUSP00000030886,ENSP00000235332
ENSMUSP00000110218,ENSP00000317165
ENSMUSP00000139357,ENSP00000433617
ENSMUSP00000035009,ENSP00000335605
ENSMUSP00000019987,ENSP00000357750
ENSMUSP00000020776,ENSP00000249064
ENSMUSP00000053671,ENSP00000298130
ENSMUSP00000121504,ENSP00000263256
ENSMUSP00000023617,ENSP00000345667
ENSMUSP00000055343,ENSP00000295981
ENSMUSP00000055237,ENSP00000431400
ENSMUSP00000102813,ENSP00000357927
ENSMUSP00000034611,ENSP00000348359
ENSMUSP00000075566,ENSP00000410157
ENSMUSP00000083662,ENSP00000443988
ENSMUSP00000103825,ENSP00000384792
ENSMUSP00000113210,ENSP00000286353
ENSMUSP00000059709,ENSP00000331479
ENSMUSP00000070906,ENSP00000382713
ENSMUSP00000122192,ENSP00000251268
ENSMUSP00000036049,ENSP00000445979
ENSMUSP00000081514,ENSP00000303508
ENSMUSP00000057623,ENSP00000474487
ENSMUSP00000078372,ENSP00000387185
ENSMUSP00000039980,ENSP00000373640
ENSMUSP00000033973,ENSP00000388920
ENSMUSP00000099465,ENSP00000426103
ENSMUSP00000004985,ENSP00000350267
ENSMUSP00000067882,ENSP00000403925
ENSMUSP00000113333,ENSP00000294725
ENSMUSP00000036361,ENSP00000339897
ENSMUSP00000095686,ENSP00000319482
ENSMUSP00000131652,ENSP00000365962
ENSMUSP00000099529,ENSP00000324857
ENSMUSP00000092498,ENSP00000436975
ENSMUSP00000044376,ENSP00000337946
ENSMUSP00000044472,ENSP00000286835
ENSMUSP00000028337,ENSP00000360597
ENSMUSP00000030757,ENSP00000364742
ENSMUSP00000116071,ENSP00000365198
ENSMUSP00000032191,ENSP00000272902
ENSMUSP00000047126,ENSP00000326858
ENSMUSP00000105581,ENSP00000344907
ENSMUSP00000086921,ENSP00000302924
ENSMUSP00000040108,ENSP00000337732
ENSMUSP00000057592,ENSP00000301057
ENSMUSP00000018516,ENSP00000450461
ENSMUSP00000050181,ENSP00000314396
ENSMUSP00000094042,ENSP00000454303
ENSMUSP00000056417,ENSP00000309644
ENSMUSP00000055485,ENSP00000396040
ENSMUSP00000022462,ENSP00000285083
ENSMUSP00000077995,ENSP00000269097
ENSMUSP00000027380,ENSP00000401305
ENSMUSP00000046271,ENSP00000257776
ENSMUSP00000077811,ENSP00000299957
ENSMUSP00000033825,ENSP00000364567
ENSMUSP00000023044,ENSP00000330432
ENSMUSP00000139261,ENSP00000366694
ENSMUSP00000122941,ENSP00000419370
ENSMUSP00000056610,ENSP00000287461
ENSMUSP00000055447,ENSP00000282026
ENSMUSP00000070018,ENSP00000330523
ENSMUSP00000040938,ENSP00000295121
ENSMUSP00000036138,ENSP00000352270
ENSMUSP00000027172,ENSP00000351047
ENSMUSP00000106329,ENSP00000348564
ENSMUSP00000114467,ENSP00000376983
ENSMUSP00000030585,ENSP00000475261
ENSMUSP00000124709,ENSP00000478352
ENSMUSP00000111407,ENSP00000055335
ENSMUSP00000158611,ENSP00000482229
ENSMUSP00000147447,ENSP00000367655
ENSMUSP00000085794,ENSP00000360158
ENSMUSP00000033575,ENSP00000362457
ENSMUSP00000095879,ENSP00000484640
ENSMUSP00000121617,ENSP00000333539
ENSMUSP00000092228,ENSP00000392906
ENSMUSP00000058077,ENSP00000304355
ENSMUSP00000044570,ENSP00000355385
ENSMUSP00000027215,ENSP00000365200
ENSMUSP00000064826,ENSP00000395220
ENSMUSP00000045895,ENSP00000293771
ENSMUSP00000040961,ENSP00000356389
ENSMUSP00000106862,ENSP00000433407
ENSMUSP00000042313,ENSP00000281441
ENSMUSP00000067002,ENSP00000376372
ENSMUSP00000047042,ENSP00000215941
ENSMUSP00000076871,ENSP00000283233
ENSMUSP00000022269,ENSP00000351632
ENSMUSP00000139412,ENSP00000361276
ENSMUSP00000125912,ENSP00000368898
ENSMUSP00000060893,ENSP00000374390
ENSMUSP00000075235,ENSP00000363109
ENSMUSP00000009219,ENSP00000216144
ENSMUSP00000026902,ENSP00000443021
ENSMUSP00000057340,ENSP00000464312
ENSMUSP00000056659,ENSP00000504128
ENSMUSP00000099955,ENSP00000360997
ENSMUSP00000095984,ENSP00000268070
ENSMUSP00000036614,ENSP00000380598
ENSMUSP00000061308,ENSP00000294309
ENSMUSP00000055895,ENSP00000369857
ENSMUSP00000063977,ENSP00000334708
ENSMUSP00000084095,ENSP00000386532
ENSMUSP00000090143,ENSP00000362304
ENSMUSP00000046604,ENSP00000262960
ENSMUSP00000028595,ENSP00000241051
ENSMUSP00000095964,ENSP00000325153
ENSMUSP00000038721,ENSP00000302232
ENSMUSP00000061683,ENSP00000322486
ENSMUSP00000123253,ENSP00000321826
ENSMUSP00000103401,ENSP00000342499
ENSMUSP00000046705,ENSP00000302297
ENSMUSP00000041579,ENSP00000312273
ENSMUSP00000051907,ENSP00000474529
ENSMUSP00000081573,ENSP00000363322
ENSMUSP00000056581,ENSP00000386201
ENSMUSP00000124056,ENSP00000399903
ENSMUSP00000054462,ENSP00000295083
ENSMUSP00000035948,ENSP00000298097
ENSMUSP00000028256,ENSP00000362869
ENSMUSP00000035415,ENSP00000378917
ENSMUSP00000110993,ENSP00000348757
ENSMUSP00000075788,ENSP00000376334
ENSMUSP00000093914,ENSP00000381476
ENSMUSP00000055934,ENSP00000454926
ENSMUSP00000044108,ENSP00000371345
ENSMUSP00000029307,ENSP00000368952
ENSMUSP00000062887,ENSP00000307636
ENSMUSP00000137044,ENSP00000326342
ENSMUSP00000026595,ENSP00000305069
ENSMUSP00000098074,ENSP00000339637
ENSMUSP00000039094,ENSP00000422338
ENSMUSP00000113273,ENSP00000377801
ENSMUSP00000099859,ENSP00000296786
ENSMUSP00000093117,ENSP00000318029
ENSMUSP00000099549,ENSP00000364691
ENSMUSP00000010250,ENSP00000353597
ENSMUSP00000032157,ENSP00000374268
ENSMUSP00000125257,ENSP00000367069
ENSMUSP00000026987,ENSP00000480832
ENSMUSP00000100987,ENSP00000475059
ENSMUSP00000026827,ENSP00000445926
ENSMUSP00000025761,ENSP00000324960
ENSMUSP00000113342,ENSP00000321345
ENSMUSP00000058832,ENSP00000295872
ENSMUSP00000064556,ENSP00000355929
ENSMUSP00000024981,ENSP00000248098
ENSMUSP00000041872,ENSP00000272433
ENSMUSP00000125149,ENSP00000380605
ENSMUSP00000130684,ENSP00000409594
ENSMUSP00000074447,ENSP00000342331
ENSMUSP00000023129,ENSP00000304185
ENSMUSP00000070592,ENSP00000400921
ENSMUSP00000052177,ENSP00000304923
ENSMUSP00000053678,ENSP00000302276
ENSMUSP00000064988,ENSP00000320672
ENSMUSP00000063157,ENSP00000429775
ENSMUSP00000010682,ENSP00000357238
ENSMUSP00000027121,ENSP00000295049
ENSMUSP00000110238,ENSP00000318373
ENSMUSP00000084259,ENSP00000254801
ENSMUSP00000035663,ENSP00000380524
ENSMUSP00000109049,ENSP00000362272
ENSMUSP00000113864,ENSP00000281703
ENSMUSP00000062386,ENSP00000354461
ENSMUSP00000103990,ENSP00000291823
ENSMUSP00000104293,ENSP00000375653
ENSMUSP00000113616,ENSP00000404220
ENSMUSP00000047244,ENSP00000347802
ENSMUSP00000056682,ENSP00000373702
ENSMUSP00000024725,ENSP00000295824
ENSMUSP00000035860,ENSP00000338613
ENSMUSP00000067964,ENSP00000392828
ENSMUSP00000109891,ENSP00000383421
ENSMUSP00000067028,ENSP00000301190
ENSMUSP00000038126,ENSP00000315731
ENSMUSP00000045832,ENSP00000483246
ENSMUSP00000106916,ENSP00000337034
ENSMUSP00000109245,ENSP00000347931
ENSMUSP00000025739,ENSP00000276893
ENSMUSP00000038339,ENSP00000401980
ENSMUSP00000079211,ENSP00000288502
ENSMUSP00000036177,ENSP00000376440
ENSMUSP00000054338,ENSP00000362244
ENSMUSP00000124031,ENSP00000362386
ENSMUSP00000110554,ENSP00000276211
ENSMUSP00000059095,ENSP00000330488
ENSMUSP00000138429,ENSP00000281722
ENSMUSP00000044069,ENSP00000368017
ENSMUSP00000026139,ENSP00000306760
ENSMUSP00000027992,ENSP00000331044
ENSMUSP00000033386,ENSP00000309782
ENSMUSP00000107387,ENSP00000477486
ENSMUSP00000097296,ENSP00000273347
ENSMUSP00000045200,ENSP00000284503
ENSMUSP00000056365,ENSP00000369531
ENSMUSP00000074225,ENSP00000481626
ENSMUSP00000039280,ENSP00000416829
ENSMUSP00000048148,ENSP00000329200
ENSMUSP00000053755,ENSP00000461518
ENSMUSP00000087479,ENSP00000367528
ENSMUSP00000104335,ENSP00000401678
ENSMUSP00000059585,ENSP00000365499
ENSMUSP00000047015,ENSP00000475473
ENSMUSP00000108931,ENSP00000287590
ENSMUSP00000075472,ENSP00000451318
ENSMUSP00000037809,ENSP00000283474
ENSMUSP00000113319,ENSP00000284617
ENSMUSP00000064308,ENSP00000295213
ENSMUSP00000101907,ENSP00000223459
ENSMUSP00000102782,ENSP00000321005
ENSMUSP00000046659,ENSP00000337014
ENSMUSP00000050933,ENSP00000342828
ENSMUSP00000066880,ENSP00000222374
ENSMUSP00000145077,ENSP00000363583
ENSMUSP00000057856,ENSP00000439781
ENSMUSP00000035824,ENSP00000361875
ENSMUSP00000020962,ENSP00000312107
ENSMUSP00000038002,ENSP00000450114
ENSMUSP00000059391,ENSP00000313079
ENSMUSP00000039910,ENSP00000436621
ENSMUSP00000099782,ENSP00000236495
ENSMUSP00000058718,ENSP00000325402
ENSMUSP00000060907,ENSP00000343248
ENSMUSP00000054637,ENSP00000349365
ENSMUSP00000022992,ENSP00000287380
ENSMUSP00000069728,ENSP00000304331
ENSMUSP00000033495,ENSP00000365692
ENSMUSP00000040050,ENSP00000331086
ENSMUSP00000075672,ENSP00000405405
ENSMUSP00000092735,ENSP00000319388
ENSMUSP00000060985,ENSP00000345192
ENSMUSP00000103371,ENSP00000270235
ENSMUSP00000044653,ENSP00000310966
ENSMUSP00000062103,ENSP00000404916
ENSMUSP00000059654,ENSP00000350865
ENSMUSP00000003509,ENSP00000366827
ENSMUSP00000065511,ENSP00000334134
ENSMUSP00000046960,ENSP00000337432
ENSMUSP00000055130,ENSP00000342144
ENSMUSP00000110562,ENSP00000337146
ENSMUSP00000109960,ENSP00000302586
ENSMUSP00000105272,ENSP00000384967
ENSMUSP00000001080,ENSP00000274605
ENSMUSP00000061601,ENSP00000330051
ENSMUSP00000020223,ENSP00000299045
ENSMUSP00000062231,ENSP00000424474
ENSMUSP00000017544,ENSP00000327509
ENSMUSP00000066396,ENSP00000384848
ENSMUSP00000119349,ENSP00000328625
ENSMUSP00000041221,ENSP00000414350
ENSMUSP00000058221,ENSP00000293760
ENSMUSP00000048205,ENSP00000355470
ENSMUSP00000080548,ENSP00000350102
ENSMUSP00000099848,ENSP00000362727
ENSMUSP00000062635,ENSP00000309402
ENSMUSP00000047860,ENSP00000306888
ENSMUSP00000101536,ENSP00000363123
ENSMUSP00000070551,ENSP00000376553
ENSMUSP00000031879,ENSP00000495809
ENSMUSP00000025397,ENSP00000299721
ENSMUSP00000096175,ENSP00000267807
ENSMUSP00000081989,ENSP00000313670
ENSMUSP00000073502,ENSP00000355166
ENSMUSP00000060148,ENSP00000494576
ENSMUSP00000045544,ENSP00000417581
ENSMUSP00000051755,ENSP00000319511
ENSMUSP00000069662,ENSP00000352626
ENSMUSP00000072563,ENSP00000302199
ENSMUSP00000060325,ENSP00000493007
ENSMUSP00000059721,ENSP00000493307
ENSMUSP00000097501,ENSP00000493182
ENSMUSP00000054494,ENSP00000493070
ENSMUSP00000133100,ENSP00000493337
ENSMUSP00000060787,ENSP00000305970
ENSMUSP00000066272,ENSP00000297913
ENSMUSP00000085126,ENSP00000300127
ENSMUSP00000085124,ENSP00000493195
ENSMUSP00000083024,ENSP00000485609
ENSMUSP00000130615,ENSP00000493148
ENSMUSP00000059596,ENSP00000493180
ENSMUSP00000051323,ENSP00000493254
ENSMUSP00000053465,ENSP00000492924
ENSMUSP00000110656,ENSP00000307159
ENSMUSP00000095822,ENSP00000493314
ENSMUSP00000052426,ENSP00000492936
ENSMUSP00000083228,ENSP00000348449
ENSMUSP00000151154,ENSP00000493010
ENSMUSP00000097429,ENSP00000485319
ENSMUSP00000081858,ENSP00000369559
ENSMUSP00000055721,ENSP00000334068
ENSMUSP00000052705,ENSP00000493143
ENSMUSP00000058372,ENSP00000493391
ENSMUSP00000092700,ENSP00000334452
ENSMUSP00000062002,ENSP00000305055
ENSMUSP00000040207,ENSP00000308082
ENSMUSP00000068986,ENSP00000362792
ENSMUSP00000052312,ENSP00000493159
ENSMUSP00000151386,ENSP00000493053
ENSMUSP00000099694,ENSP00000485240
ENSMUSP00000095743,ENSP00000299454
ENSMUSP00000084048,ENSP00000322435
ENSMUSP00000097722,ENSP00000485577
ENSMUSP00000095806,ENSP00000322088
ENSMUSP00000095784,ENSP00000326232
ENSMUSP00000061078,ENSP00000432011
ENSMUSP00000095864,ENSP00000493318
ENSMUSP00000095785,ENSP00000493016
ENSMUSP00000095831,ENSP00000485530
ENSMUSP00000062385,ENSP00000322754
ENSMUSP00000077321,ENSP00000485292
ENSMUSP00000091674,ENSP00000380155
ENSMUSP00000058167,ENSP00000485612
ENSMUSP00000062734,ENSP00000355204
ENSMUSP00000033278,ENSP00000357798
ENSMUSP00000020552,ENSP00000352265
ENSMUSP00000047951,ENSP00000299162
ENSMUSP00000081334,ENSP00000296387
ENSMUSP00000020062,ENSP00000309493
ENSMUSP00000055246,ENSP00000463752
ENSMUSP00000093030,ENSP00000280756
ENSMUSP00000032704,ENSP00000466121
ENSMUSP00000030323,ENSP00000477802
ENSMUSP00000042676,ENSP00000310356
ENSMUSP00000056245,ENSP00000357660
ENSMUSP00000028536,ENSP00000282032
ENSMUSP00000020488,ENSP00000447057
ENSMUSP00000133212,ENSP00000301042
ENSMUSP00000048823,ENSP00000286918
ENSMUSP00000034862,ENSP00000373594
ENSMUSP00000119721,ENSP00000413001
ENSMUSP00000099365,ENSP00000331532
ENSMUSP00000099421,ENSP00000377616
ENSMUSP00000037980,ENSP00000291715
ENSMUSP00000069539,ENSP00000319343
ENSMUSP00000113162,ENSP00000384008
ENSMUSP00000048768,ENSP00000319179
ENSMUSP00000059212,ENSP00000358512
ENSMUSP00000128538,ENSP00000425166
ENSMUSP00000100648,ENSP00000383505
ENSMUSP00000101435,ENSP00000364240
ENSMUSP00000147007,ENSP00000384869
ENSMUSP00000084745,ENSP00000386264
ENSMUSP00000095873,ENSP00000287777
ENSMUSP00000055271,ENSP00000378427
ENSMUSP00000047374,ENSP00000477817
ENSMUSP00000020434,ENSP00000448248
ENSMUSP00000070834,ENSP00000381132
ENSMUSP00000021659,ENSP00000286544
ENSMUSP00000051546,ENSP00000298119
ENSMUSP00000028661,ENSP00000340644
ENSMUSP00000034749,ENSP00000288228
ENSMUSP00000058860,ENSP00000420566
ENSMUSP00000136653,ENSP00000294811
ENSMUSP00000137472,ENSP00000360116
ENSMUSP00000039642,ENSP00000294600
ENSMUSP00000066000,ENSP00000362136
ENSMUSP00000124719,ENSP00000308236
ENSMUSP00000107462,ENSP00000386845
ENSMUSP00000028368,ENSP00000376545
ENSMUSP00000050246,ENSP00000309640
ENSMUSP00000023478,ENSP00000377370
ENSMUSP00000113120,ENSP00000295622
ENSMUSP00000072614,ENSP00000368931
ENSMUSP00000071896,ENSP00000352028
ENSMUSP00000069772,ENSP00000513694
ENSMUSP00000073789,ENSP00000298545
ENSMUSP00000093090,ENSP00000507501
ENSMUSP00000054980,ENSP00000415056
ENSMUSP00000104212,ENSP00000320188
ENSMUSP00000139868,ENSP00000360320
ENSMUSP00000095053,ENSP00000355840
ENSMUSP00000057005,ENSP00000368135
ENSMUSP00000023089,ENSP00000332983
ENSMUSP00000052179,ENSP00000319062
ENSMUSP00000060040,ENSP00000313158
ENSMUSP00000066786,ENSP00000307142
ENSMUSP00000153473,ENSP00000393154
ENSMUSP00000156109,ENSP00000327197
ENSMUSP00000114652,ENSP00000298596
ENSMUSP00000113902,ENSP00000299290
ENSMUSP00000056958,ENSP00000334186
ENSMUSP00000054105,ENSP00000298251
ENSMUSP00000060309,ENSP00000320649
ENSMUSP00000080911,ENSP00000366586
ENSMUSP00000062005,ENSP00000420465
ENSMUSP00000124459,ENSP00000292377
ENSMUSP00000139220,ENSP00000345773
